30,30,8
5.36678e+45,3.0988e+46,1.49608e+46,-1.95897e+45,3.56347e+46,-4.33309e+46,4.43607e+46,-2.50577e+46
-3.13982e+47,-5.68333e+47,6.92836e+44,-4.11246e+47,-8.08142e+47,7.81964e+47,-6.62249e+47,1.3016e+47
-1.93821e+47,-1.04917e+47,-6.48455e+46,-9.66648e+46,-2.74011e+47,2.77026e+47,7.52867e+45,1.56574e+47
2.65767e+47,2.81038e+47,9.5239e+46,2.62419e+46,6.72364e+46,5.86869e+45,1.58469e+47,-1.17459e+47
6.64123e+46,9.13301e+46,1.31498e+47,5.47692e+46,1.9862e+47,-4.55847e+46,1.3921e+47,-2.0579e+47
-3.05256e+46,1.10002e+44,2.8775e+45,9.49469e+45,8.4363e+45,3.05836e+44,5.03756e+45,1.04049e+47
-4.72322e+47,-5.83612e+47,-4.23527e+47,-3.25187e+47,-5.92712e+47,4.08504e+47,-3.55146e+47,5.90935e+47
3.1837e+44,1.85531e+45,1.2566e+45,3.88509e+45,8.74809e+44,-3.26872e+45,4.93021e+45,-3.28572e+45
-2.57313e+47,5.95057e+45,-1.24412e+47,-1.31682e+47,-2.34228e+47,5.73361e+46,-1.68573e+47,2.61646e+47
-1.82841e+47,-5.34276e+46,-1.65139e+47,-1.11022e+47,-1.49164e+46,8.00078e+46,-2.36752e+47,-1.7813e+46
-1.13673e+45,1.25778e+46,6.64986e+46,4.11672e+46,4.6992e+46,3.33378e+46,5.55058e+46,-1.22317e+46
-8.29917e+42,-1.84382e+41,4.08103e+44,3.72651e+44,2.71151e+44,2.41063e+44,3.87678e+44,-6.39803e+44
-1.83002e+47,9.65181e+47,3.12757e+47,4.96998e+47,4.28978e+47,1.9572e+47,5.08867e+47,-5.44905e+47
1.61958e+46,-8.36037e+45,-2.87923e+46,-8.87603e+45,-2.79757e+46,-3.30535e+46,-8.08248e+45,2.11151e+46
-4.20894e+45,-3.58031e+46,-3.41388e+46,-2.37031e+45,-4.29355e+46,-4.06856e+46,-5.40632e+46,4.90481e+46
-3.50906e+46,-4.28176e+46,-2.72469e+46,-7.56429e+45,-2.86662e+46,-3.48965e+46,-2.86589e+46,1.35521e+46
2.16483e+45,8.36086e+45,9.26344e+45,5.26878e+45,7.77079e+45,4.54517e+45,1.2488e+46,-1.32374e+46
4.29607e+45,-1.30547e+46,3.44303e+46,-1.75123e+46,-8.80252e+45,-1.34763e+46,-4.59577e+45,-2.78364e+45
-1.00423e+46,-7.30609e+44,5.60478e+45,-3.92116e+46,-1.43228e+46,-6.03518e+46,-1.42449e+46,3.578e+46
-1.11316e+45,9.36469e+44,3.83978e+44,2.79796e+45,-5.88531e+42,3.88266e+45,2.48073e+45,-1.67339e+45
-5.81364e+44,1.35517e+45,4.90246e+44,9.02281e+44,1.27283e+45,2.20712e+45,2.58814e+45,-1.65689e+45
5.2526e+45,-6.68855e+45,-1.45122e+46,-5.55684e+45,-1.24693e+46,-3.38124e+45,-1.67058e+46,1.24562e+46
-6.87972e+45,-8.45557e+46,-7.64477e+46,-9.71346e+46,-9.718e+46,-4.09801e+46,-6.40984e+46,-1.0224e+47
-1.44526e+45,5.93141e+44,-2.43216e+44,4.64238e+45,1.46481e+45,3.66139e+45,3.90911e+44,5.07793e+45
-1.25874e+44,-6.57796e+45,-2.18067e+44,-1.81645e+45,-9.62112e+44,-1.67509e+45,5.29854e+45,-1.38386e+45
-8.27109e+44,1.31317e+44,6.35405e+44,1.03124e+45,-5.49324e+42,1.03731e+45,-1.58213e+45,1.18561e+45
2.03858e+47,-2.26175e+46,7.79034e+46,2.36846e+46,1.7955e+47,3.69513e+46,-4.15336e+46,8.23205e+45
-1.77969e+45,-2.92761e+45,-3.35883e+45,-1.55693e+45,-8.6803e+44,-3.32182e+45,3.28e+45,-1.14915e+44
-6.87402e+43,-1.30697e+45,8.343e+45,2.48548e+45,1.25586e+46,1.51218e+46,-3.32762e+44,1.27653e+46
-1.18495e+47,-2.66246e+47,-1.16877e+46,-1.62643e+47,-2.12767e+47,-6.54928e+46,1.88894e+47,-2.74765e+47
-1.12569e+49,-1.0705e+50,-1.26498e+50,-7.93473e+49,-8.62792e+49,1.58568e+49,-2.47909e+49,1.99024e+49
-5.49759e+48,-8.31389e+47,6.6032e+47,-6.50003e+48,-1.54662e+49,9.9621e+48,-6.30674e+48,1.18337e+49
-9.34979e+46,-2.3329e+47,-2.06958e+47,-8.54749e+46,-2.03907e+47,1.71304e+47,-1.29989e+47,2.45855e+47
-3.35379e+47,-6.01205e+47,-1.13259e+47,-2.93681e+47,-1.38468e+47,-2.33215e+46,-3.4734e+47,1.26691e+47
-8.60793e+45,-1.13428e+46,-1.01269e+46,5.39106e+45,2.1928e+42,2.22854e+45,9.75283e+45,-7.09686e+45
1.56285e+47,4.31562e+47,-2.33562e+46,4.89563e+47,2.93172e+47,-4.60855e+47,6.03025e+46,-1.23539e+47
3.92262e+49,6.64472e+49,7.11673e+49,2.08049e+49,1.44218e+49,-3.93063e+49,2.78932e+49,-5.96432e+49
-2.61837e+49,-2.30207e+49,-7.40966e+48,-4.09772e+49,-3.76715e+49,1.78189e+49,-3.3749e+49,-1.2729e+49
-1.69714e+44,-1.58512e+45,-9.72377e+44,-1.52784e+45,-1.38497e+45,4.5466e+44,-1.52618e+45,-1.13354e+45
-5.01849e+43,8.85707e+44,6.76692e+44,3.95863e+44,1.5715e+45,1.81735e+45,1.73506e+45,4.67686e+44
9.51257e+46,1.21078e+47,2.58903e+47,1.94437e+47,3.94258e+47,4.01851e+47,4.12001e+47,-5.82337e+46
1.31723e+50,-7.83356e+48,2.07002e+50,1.96702e+50,1.37002e+50,8.48743e+49,3.49768e+49,-2.09495e+50
2.2315e+48,-8.31537e+48,-1.07019e+49,-7.97109e+48,-1.72263e+48,-7.26698e+48,-1.12523e+49,5.55835e+48
-4.22506e+50,-5.96755e+48,1.72926e+50,6.40773e+50,6.83313e+49,2.22049e+50,1.03428e+50,-1.31982e+50
-4.67963e+48,-1.21214e+49,-1.19042e+49,-3.3587e+48,-1.57746e+49,-3.59321e+48,-4.82883e+48,6.47394e+48
5.74409e+44,1.53202e+45,2.37013e+45,1.72358e+45,1.64782e+45,2.14553e+45,3.39306e+45,-2.26591e+45
2.5103e+46,-3.28834e+45,-3.85413e+47,-2.56423e+47,-6.14257e+46,-4.17709e+46,-9.49541e+46,9.54161e+46
5.72521e+46,1.75615e+46,6.26232e+46,1.27817e+46,1.07546e+47,6.16122e+45,6.95077e+46,-7.74046e+45
-4.79216e+50,2.7788e+50,1.13994e+51,1.76098e+50,2.26585e+50,3.91746e+50,5.53514e+50,-4.22198e+50
3.11686e+48,3.959e+48,2.16304e+48,5.2043e+48,6.74444e+48,7.52996e+48,1.36601e+48,-1.73875e+48
2.30586e+51,3.47348e+51,3.24433e+51,3.63871e+51,5.1473e+51,4.7621e+51,1.22257e+50,-1.13504e+51
3.058e+47,-3.05268e+47,4.93738e+46,-1.55162e+48,-4.34642e+47,-4.04314e+47,-6.99309e+47,1.22649e+48
-6.59425e+45,3.3877e+46,3.22697e+46,4.4993e+46,1.65498e+45,1.84899e+46,2.33769e+45,8.74792e+45
1.30417e+44,-3.40386e+43,-6.0855e+44,-2.72037e+44,-1.52267e+44,-6.00481e+44,-3.07033e+44,3.3999e+43
4.7448e+45,5.1496e+45,9.54311e+44,8.39842e+45,8.20177e+45,8.22996e+45,-3.7439e+45,3.84896e+45
2.53646e+47,-3.43755e+47,-6.22992e+47,-4.43092e+47,-5.80211e+47,-3.4236e+47,3.67993e+47,-6.42767e+47
-5.2954e+47,-1.75794e+47,-1.58492e+47,-2.58384e+47,-8.59441e+47,-1.06673e+48,4.66664e+47,-2.21212e+46
2.20536e+46,5.6271e+46,7.11842e+46,8.85645e+46,4.94934e+46,8.19563e+46,-7.98617e+46,6.23355e+46
1.23624e+46,-1.85403e+46,1.84058e+45,-3.59633e+46,-2.56516e+46,-1.09642e+46,3.98983e+46,-2.68472e+46
-5.98465e+45,-2.10597e+45,-2.09982e+46,-7.97834e+45,-1.19472e+46,-1.87145e+46,9.7845e+45,1.65405e+45
3.47217e+50,5.30911e+50,4.03349e+50,5.60642e+50,5.17866e+50,-1.81719e+50,1.74979e+50,-4.97181e+50
-6.47203e+45,1.12159e+47,9.65437e+46,8.835e+46,1.03183e+46,-1.54351e+47,7.32391e+46,2.08749e+46
1.35379e+46,1.10239e+47,1.84106e+47,4.28166e+46,1.30864e+47,-8.02484e+46,2.44815e+45,-1.70544e+47
-4.49932e+44,2.45642e+46,7.90618e+45,8.3989e+46,1.42323e+46,-6.33005e+46,6.33035e+46,-9.84323e+46
4.63444e+45,1.31458e+45,6.54589e+45,2.55859e+45,3.10374e+45,-6.10334e+44,1.62691e+45,-2.15626e+45
-1.13352e+46,2.19619e+45,1.99735e+46,3.20942e+46,2.44707e+46,-4.14111e+46,3.53467e+46,-4.40038e+46
