9.135e+57,9.135e+57,9.139e+57,9.135e+57,9.135e+57,9.109e+57,8.207e+53,3.544e+53,3.131e+52,2.191e+52,5.299e+52,5.325e+52,5.325e+52,6.101e+52,6.113e+52,6.115e+52,6.129e+52,8.355e+51,4.868e+52,5.935e+52,8.903e+52,8.894e+52,8.889e+52,1.755e+53,1.47e+53,1.065e+53,1.026e+53,5.834e+52,5.834e+52,5.834e+52
9.135e+57,9.435e+57,9.392e+57,9.146e+57,9.135e+57,9.109e+57,8.213e+53,3.544e+53,3.131e+52,2.191e+52,5.299e+52,5.325e+52,1.77e+53,2.752e+53,2.908e+53,2.898e+53,2.899e+53,2.415e+53,2.774e+53,1.578e+53,1.231e+53,8.918e+52,8.897e+52,8.886e+52,1.471e+53,1.065e+53,1.032e+53,5.834e+52,5.874e+52,5.834e+52
9.135e+57,9.404e+57,2.605e+59,9.139e+57,9.148e+57,9.11e+57,1.782e+54,3.544e+53,3.132e+52,2.191e+52,5.299e+52,5.356e+52,1.387e+54,1.559e+54,2.393e+54,2.393e+54,2.393e+54,2.34e+54,2.38e+54,1.051e+54,9.386e+53,1.698e+54,8.893e+52,8.859e+52,1.473e+53,1.067e+53,1.03e+53,2.391e+54,5.876e+52,5.876e+52
9.135e+57,9.299e+57,1.195e+59,9.139e+57,9.135e+57,9.109e+57,8.207e+53,3.544e+53,3.132e+52,2.19e+52,5.299e+52,5.356e+52,1.386e+54,3.874e+54,2.401e+54,2.393e+54,2.688e+54,2.352e+54,2.39e+54,1.057e+54,9.023e+53,2.213e+53,5.242e+52,4.109e+52,9.979e+52,6.096e+52,6.095e+52,5.89e+52,5.896e+52,5.89e+52
9.135e+57,9.135e+57,9.135e+57,9.135e+57,9.135e+57,9.109e+57,8.207e+53,3.544e+53,3.132e+52,2.19e+52,5.299e+52,5.664e+52,2.582e+55,2.649e+55,5.694e+56,5.852e+56,5.826e+56,5.81e+56,5.799e+56,5.541e+56,5.535e+56,1.058e+55,5.667e+52,4.025e+52,9.775e+52,5.901e+52,5.9e+52,5.9e+52,5.901e+52,5.9e+52
9.117e+57,9.117e+57,9.117e+57,9.117e+57,9.117e+57,9.102e+57,5.479e+53,3.543e+53,3.13e+52,2.202e+52,5.252e+52,7.389e+52,4.835e+55,4.972e+55,5.949e+56,6.54e+56,6.092e+56,6.379e+56,6.066e+56,5.583e+56,5.57e+56,1.176e+55,1.14e+54,4.506e+52,1.026e+53,6.381e+52,6.384e+52,7.946e+52,6.381e+52,5.897e+52
2.794e+57,2.794e+57,2.794e+57,2.794e+57,2.794e+57,2.788e+57,9.333e+52,7.248e+50,3.836e+50,6.034e+48,5.616e+52,1.816e+55,6.698e+55,6.855e+55,6.138e+56,6.244e+56,6.255e+56,6.254e+56,6.073e+56,5.589e+56,5.569e+56,1.222e+55,1.613e+54,5.185e+53,5.159e+53,5.123e+53,5.123e+53,5.133e+53,2.051e+52,6.699e+50
9.078e+50,9.094e+50,9.105e+50,9.193e+50,9.21e+50,1.45e+50,1.537e+49,1.661e+49,1.534e+49,1.397e+49,4.125e+51,1.811e+55,6.695e+55,6.852e+55,6.138e+56,1.697e+57,6.436e+56,2.601e+58,1.082e+57,5.587e+56,5.57e+56,1.221e+55,1.61e+54,5.148e+53,5.122e+53,5.123e+53,5.123e+53,5.126e+53,1.978e+52,6.684e+50
2.964e+50,2.997e+50,3.023e+50,3.089e+50,3.09e+50,1.343e+49,1.674e+49,1.732e+49,1.488e+49,1.447e+49,4.125e+51,1.917e+55,6.789e+55,6.938e+55,6.151e+56,1.607e+57,6.519e+56,7.188e+56,6.105e+56,6.033e+56,5.569e+56,1.222e+55,1.616e+54,5.21e+53,5.183e+53,7.329e+53,5.123e+53,5.123e+53,1.708e+52,6.687e+50
1.073e+48,8.857e+49,8.905e+49,9.887e+49,1.638e+50,1.028e+50,9.858e+49,9.931e+49,1.251e+49,1.104e+49,4.122e+51,1.918e+55,6.67e+55,6.825e+55,1.435e+57,6.439e+56,6.315e+56,6.245e+56,6.05e+56,5.575e+56,5.563e+56,1.232e+55,1.717e+54,6.219e+53,2.382e+55,1.141e+54,6.128e+53,5.119e+53,1.666e+52,2.481e+50
1.864e+49,1.061e+50,1.071e+50,1.205e+50,1.167e+50,1.164e+50,5.581e+50,9.959e+49,1.139e+49,1.158e+49,4.12e+51,1.918e+55,6.671e+55,6.823e+55,6.129e+56,6.237e+56,6.243e+56,6.243e+56,6.051e+56,5.576e+56,5.563e+56,1.242e+55,1.816e+54,7.328e+53,7.298e+53,1.071e+54,1.065e+54,8.542e+53,3.575e+53,3.411e+53
1.822e+49,1.061e+50,1.075e+50,1.164e+50,1.509e+50,1.29e+50,1.104e+50,1.001e+50,1.132e+49,1.912e+49,4.12e+51,1.917e+55,4.227e+55,4.328e+55,9.049e+55,4.569e+55,4.683e+55,4.677e+55,2.76e+55,4.503e+54,3.704e+54,1.89e+54,2.065e+54,7.316e+53,7.301e+53,1.071e+54,1.065e+54,8.546e+53,3.579e+53,3.415e+53
1.813e+49,1.17e+50,1.067e+50,1.162e+50,3.484e+51,1.159e+50,1.122e+50,1.001e+50,1.183e+49,1.094e+49,4.118e+51,1.916e+55,1.974e+55,2.005e+55,2.013e+55,2.059e+55,2.007e+55,2.006e+55,9.077e+53,3.281e+53,2.279e+53,7.154e+53,7.268e+53,4.68e+54,7.254e+53,1.066e+54,1.06e+54,8.498e+53,3.53e+53,3.415e+53
1.915e+49,1.044e+50,2.442e+50,4.6e+50,1.271e+50,1.143e+50,1.088e+50,9.832e+49,1.092e+49,1.065e+49,6.117e+49,1.073e+54,1.118e+54,1.221e+54,1.222e+54,1.477e+54,4.361e+54,1.222e+54,1.496e+53,1.097e+53,2.169e+53,2.182e+53,2.196e+53,3.812e+54,2.625e+53,5.596e+53,5.533e+53,3.43e+53,8.184e+54,3.415e+53
1.786e+49,1.046e+50,1.046e+50,1.05e+50,1.048e+50,1.044e+50,9.875e+49,8.758e+49,1.136e+48,8.345e+47,1.767e+48,1.063e+54,1.091e+54,1.194e+54,1.195e+54,1.195e+54,1.195e+54,1.195e+54,1.312e+53,1.096e+53,2.169e+53,2.182e+53,2.181e+53,2.181e+53,2.185e+53,5.596e+53,5.533e+53,3.507e+53,3.433e+53,3.415e+53
