1.604e+50,1.624e+50,1.613e+50,1.796e+50,3.097e+49,2.776e+49,3.046e+49,2.75e+49,2.591e+50,2.846e+50,3.59e+50,4.262e+50,4.438e+50,4.41e+50,4.41e+50,3.797e+50,3.551e+50,1.362e+51,1.286e+51,1.373e+51,1.373e+51,1.373e+51,1.204e+51,1.203e+51,1.032e+50,1.028e+50,1.759e+48,1.112e+48,1.137e+48,1.225e+48
5.578e+50,2.355e+50,1.869e+50,2.062e+50,5.613e+49,5.562e+49,5.32e+50,3.015e+50,2.589e+50,2.843e+50,3.609e+50,1.814e+51,5.066e+50,3.352e+51,5.17e+50,3.845e+50,3.61e+50,1.367e+51,6.601e+51,1.412e+51,3.604e+52,1.38e+51,1.204e+51,1.203e+51,1.036e+50,1.075e+50,6.839e+48,2.672e+48,2.232e+48,2.01e+48
3.131e+51,1.877e+50,3.821e+50,5.082e+50,2.093e+52,2.172e+52,2.183e+52,2.17e+52,2.193e+52,2.176e+52,2.173e+52,1.239e+51,1.385e+51,5.862e+50,3.326e+51,5.348e+50,5.104e+50,1.517e+51,1.437e+51,1.403e+51,2.794e+51,1.38e+51,1.204e+51,1.203e+51,1.038e+50,1.05e+50,1.638e+49,3.032e+48,2.896e+48,2.609e+48
1.847e+50,1.874e+50,3.824e+50,5.085e+50,6.364e+52,3.037e+53,3.036e+53,3.036e+53,3.039e+53,3.037e+53,3.037e+53,2.483e+53,5.677e+50,5.868e+50,5.961e+50,1.148e+51,5.11e+50,1.519e+51,1.439e+51,1.405e+51,1.384e+51,1.456e+51,5.836e+51,1.285e+51,1.843e+50,1.845e+50,8.443e+49,8.304e+49,2.638e+48,2.72e+48
1.553e+53,1.553e+53,1.555e+53,1.566e+53,2.318e+53,3.559e+53,3.166e+53,3.166e+53,3.168e+53,3.167e+53,3.166e+53,2.404e+53,5.679e+50,5.868e+50,7.74e+50,5.357e+50,5.11e+50,1.518e+51,1.439e+51,1.405e+51,1.385e+51,1.461e+51,1.287e+51,1.287e+51,1.882e+50,1.875e+50,8.559e+49,9.071e+49,2.931e+49,5.054e+48
8.552e+53,8.552e+53,8.555e+53,8.557e+53,9.319e+53,1.059e+54,3.212e+53,1.251e+54,3.501e+53,3.167e+53,3.165e+53,2.408e+53,9.57e+50,9.763e+50,9.858e+50,6.213e+51,1.593e+51,1.177e+51,2.773e+50,1.69e+50,1.496e+50,2.227e+50,2.215e+50,2.227e+50,1.865e+50,1.885e+50,8.719e+49,8.557e+49,5.326e+48,3.758e+48
8.899e+53,8.9e+53,9.577e+53,9.583e+53,1.035e+54,1.154e+54,3.85e+53,2.283e+54,1.149e+55,3.174e+53,3.168e+53,2.408e+53,8.632e+50,8.821e+50,8.92e+50,7.079e+50,7.253e+50,7.053e+50,1.814e+50,1.331e+50,1.134e+50,1.861e+50,2.532e+50,2.527e+50,3.854e+51,2.538e+50,1.529e+50,1.519e+50,7.116e+49,6.639e+48
8.899e+53,4.44e+54,2.367e+54,9.657e+53,1.198e+54,1.471e+54,7.016e+53,1.255e+54,7.013e+53,6.332e+53,6.258e+53,3.942e+53,6.284e+51,6.294e+51,6.302e+51,6.297e+51,6.295e+51,6.283e+51,5.211e+51,3.123e+49,1.263e+49,8.451e+49,1.506e+50,1.543e+50,1.546e+50,2.393e+50,1.734e+50,1.564e+50,7.846e+49,6.981e+48
8.899e+53,1.017e+54,2.847e+55,9.657e+53,1.199e+54,1.472e+54,7.067e+53,7.023e+53,7.02e+53,6.339e+53,6.265e+53,3.946e+53,6.32e+51,6.289e+51,2.903e+52,6.865e+51,6.29e+51,6.278e+51,5.211e+51,3.146e+49,2.03e+49,8.409e+49,1.503e+50,1.548e+50,1.543e+50,1.557e+50,1.706e+50,1.558e+50,7.505e+49,6.994e+48
8.899e+53,8.925e+53,2.271e+54,9.654e+53,1.181e+54,4.347e+54,6.907e+53,6.941e+53,6.816e+53,6.124e+53,6.051e+53,3.938e+53,6.288e+51,6.15e+51,6.15e+51,6.143e+51,6.14e+51,6.128e+51,5.062e+51,3.655e+48,1.295e+48,8.191e+49,1.504e+50,1.568e+50,1.692e+50,3.149e+51,1.59e+50,1.613e+50,7.777e+49,9.64e+48
8.899e+53,8.902e+53,9.581e+53,9.654e+53,1.142e+54,1.182e+54,6.876e+53,7.517e+54,7.378e+54,3.308e+53,3.232e+53,1.548e+53,6.195e+51,6.61e+51,3.021e+52,2.414e+53,6.14e+51,6.128e+51,5.061e+51,2.128e+50,2.224e+50,2.208e+50,2.911e+50,2.97e+50,2.964e+50,3.086e+50,2.106e+50,7.791e+49,1.146e+50,9.033e+48
7.437e+53,7.44e+53,8.119e+53,8.192e+53,9.759e+53,1.116e+54,3.857e+53,3.975e+53,3.988e+53,3.184e+53,3.102e+53,1.546e+53,6.186e+51,6.153e+51,6.153e+51,6.195e+51,6.179e+51,6.17e+51,6.807e+51,5.623e+51,4.781e+52,4.781e+52,4.786e+52,4.785e+52,4.785e+52,4.614e+52,4.227e+52,9.149e+49,7.523e+49,8.237e+48
1.498e+53,1.501e+53,2.18e+53,2.251e+53,3.819e+53,5.245e+53,3.856e+53,3.856e+53,3.853e+53,3.173e+53,3.102e+53,1.541e+53,5.653e+51,5.62e+51,5.619e+51,5.636e+51,5.814e+51,5.803e+51,6.961e+51,5.788e+51,5.003e+52,5.003e+52,5.007e+52,4.989e+52,4.989e+52,4.819e+52,4.443e+52,7.508e+49,7.594e+49,8.256e+48
1.786e+55,1.786e+55,1.786e+55,1.787e+55,1.803e+55,7.725e+54,5.901e+53,3.173e+53,3.171e+53,3.167e+53,3.103e+53,1.545e+53,6.32e+51,6.122e+51,6.232e+51,6.25e+51,6.421e+51,5.948e+51,7.083e+51,5.909e+51,5.015e+52,5.004e+52,5.925e+52,5.018e+52,4.985e+52,4.815e+52,4.428e+52,3.731e+49,3.712e+49,3.672e+49
6.341e+57,6.341e+57,6.341e+57,6.341e+57,6.341e+57,6.321e+57,7.28e+53,3.543e+53,3.159e+52,2.256e+52,1.557e+51,1.289e+51,9.65e+50,9.425e+50,1.058e+51,1.08e+51,1.22e+51,3.674e+50,3.818e+52,4.175e+52,8.536e+52,1.578e+53,2.458e+53,2.03e+54,1.433e+53,1.065e+53,1.026e+53,5.834e+52,5.834e+52,5.834e+52
